"Entry","PI","Rep","Chamber","Block","SBlock","Plot","Country","Day","Time","Date","TRL","PRL","LRL","MSL","LSLPL","MED","MAX","LED","PER","DIA","VOL","SurfaceArea","TRLUpper","TRLLower","CM","CMT","CMM","CMB","CP","CPT","CPM","CPB","CVA","DEP","WID","NWA","LRB","NLR","IRB","TRArea","TRAUpper","TRALower","RHZO","SOL","SOL2","LRA","ImageFlag","SDW","RDW","SW","RSR","TDW","Seed_size","TRL_GR"
20,"PI305413",2,"B",4,7,731,"Iraq",12,160911,"20210309",112.966341134104,34.6293097198798,78.337031414224,2.90137153386015,0.779686347155225,1,7,2.47659107534748,196.409272451244,0.203062865231855,131.639000330576,20.8375619916506,79.0727548756277,31.928062594885,0.235041245349497,0.223122050589327,0.372244200066942,0.993219129193433,0.355949454093637,0.249299950584747,0.413578213364081,0.993219129193433,161.035185708705,32.2433726497723,9.64615204951536,1.29628421663567,112,31,33,14.1125357993673,9.63450799413226,4.3319486435787,2320.70390050216,0.00804969554281456,124.228300894266,66.8,0.99981521605229,NA,NA,6.7,NA,NA,"S",NA
67,"PI363459",8,"B",2,5,2786,"India",12,90741,"20210420",33.4113129711169,23.8102555330011,9.60105743811584,0.533392079895324,0.755976767030155,1,2,1.15571776155718,67.5827925979332,0.132776173351481,52.255027288486,11.6136395558823,17.1232876712329,14.816149963951,0.185639134479597,0.18338464862529,0.349197860962567,0.989839572192513,0.264497920380273,0.213870320855615,0.349197860962567,0.989839572192513,38.9178886746682,22.0019226147561,3.56885364095169,0.383795213112039,48,20,21,4.53098189023734,2.59097866970746,1.91089008665339,696.386085075703,0.00986166583496736,101.402746425884,38.07,0.999490374853184,NA,NA,6.2,NA,NA,"S",NA
68,"PI363474",8,"B",4,4,2953,"India",12,101503,"20210420",126.978971909484,33.1193227866765,93.859649122807,3.35213032581454,0.845427914705552,1,9,3.04918032786885,228.628947368421,0.22045276152235,170.266811072205,21.3297767970133,93.8716654650325,30.7858687815429,0.232200509770603,0.223499333382256,0.379407206331447,0.992094861660079,0.356493506493506,0.23461791831357,0.411620553359684,0.992094861660079,229.449831150321,29.9086757990868,14.1192021148762,1.49792759248468,102,41,37,19.2759810155077,14.6018339808759,4.48353091134007,2682.38254025475,0.00652834471472474,153.178185849238,59.25,0.999850206481004,NA,NA,7.5,NA,NA,"M",NA
294,"PI425523",5,"A",1,5,1555,"United Kingdom",12,115104,"20210330",190.19995526756,39.1322469342262,151.067708333333,3.5968501984127,1.07328362898747,1,10,NA,289.034557291667,0.230403394465895,216.033896572513,26.8515880068335,163.125,25.0390625,0.139231278457612,0.137093226044135,0.394581488509382,0.996368917937545,0.27494207559567,0.208934731299927,0.429476317275882,0.996368917937545,498.086463080512,35.6380208333333,26.796875,2.45005289713542,116,69,61,24.8538335164388,21.1990356445312,3.485107421875,3507.80110677083,0.00491893090605713,203.296207874888,24.35,0.999609617723696,NA,NA,9.4,NA,NA,"L",NA
224,"PI377338",2,"B",2,1,479,"India",12,133709,"20210309",127.147337970877,38.9189133533362,88.2284246175406,1.96063165816757,1.15625016534904,1,7,3.2443919716647,268.267289501343,0.182725087305925,141.585846001353,21.6533267296398,96.2746700922574,29.6741796099498,0.175144756104751,0.16179891628507,0.385004032980821,0.993726474278545,0.284030391746828,0.203701380175659,0.405471410647069,0.993726474278545,214.083963676821,36.8679201214528,11.0241737708747,1.470849581948,130,52,51,13.5334015620245,9.90140207219181,3.48066972929781,2692.12746700923,0.00687043324818285,145.551228558183,47.6,0.999806050958222,NA,NA,6.5,NA,NA,"M",NA
316,"PI425580",1,"A",3,6,256,"Korea",12,95653,"20210223",6.89907331168354,NA,0.0359798512832814,0.0179899256416407,0.291413778865159,1,1,0.51044776119403,14.1009354761334,NA,9.58997593527706,2.84189276146296,2.05085152314704,4.01775005996642,0.335830212234707,NA,NA,NA,0.49250936329588,NA,NA,NA,3.2364461653453,NA,1.33125449748141,0.0727824608193027,NA,1,2,0.888636448501288,0.367364436625492,0.514511585673213,141.196929719357,NA,44.4673913043478,NA,0.99613028055466,NA,NA,6.4,NA,NA,"S",NA
371,"TypeP",6,"B",1,1,1881,"India",12,113954,"20210406",77.9247995851652,25.3815773351025,52.5432222500627,2.28448792391577,0.906169057042455,NA,7,1.97280825128926,157.946416938111,0.169677839151937,76.5743289698629,15.4401353750426,52.718616887998,26.7226259082937,0.295846099481692,0.118755444084059,0.381626304379748,NA,0.409228789410791,0.145952884324977,0.463896568547731,NA,173.855296818242,23.2773740917063,14.3197193685793,0.995254858385012,68,40,28,8.47073165938822,5.56187528177437,2.7999292570147,1656.92808819845,0.00572461625615875,174.684198076013,32.6,0.99966658640043,NA,NA,9.1,NA,NA,"L",NA
321,"PI425586",6,"B",3,6,2131,"Korea",12,132627,"20210406",141.449621666751,31.3894863623164,110.060135304435,3.6686711768145,0.955734020420783,1,12,NA,247.428388874969,0.237183497990022,358.751148501441,22.6471426449182,119.255825607617,21.19769481333,0.193119298438654,0.189155057433103,0.408661938795221,0.991445680068435,0.327601938979184,0.199600798403194,0.476708919822692,0.991445680068435,311.184536291597,28.7897769982461,21.5234277123528,1.75962816864128,86,45,40,18.0679918378115,15.5527210088899,2.37709112604337,2748.847406665,0.00565461314244874,176.846757648738,33.5,0.99986102832525,NA,NA,7,NA,NA,"M",NA
169,"PI377202",7,"A",1,4,2300,"India",12,112324,"20210413",98.5867515155648,35.8318278469947,62.7549236685701,1.06364277404356,1.64658080664865,1,6,2.34923817161187,219.790700384571,0.185037085945858,115.925477121845,20.1064152517458,68.2787553898147,29.0642116303461,0.228778931610484,0.209654973266557,0.388637712594069,0.99302649930265,0.331247192870482,0.233072389436271,0.419456066945607,0.99302649930265,110.334878412304,32.9914928330031,6.33958746066892,1.13440120056125,132,73,64,10.0467434951299,6.36231622697156,3.56793826662818,2122.3531639669,0.0102814378996474,97.2626601221118,59,0.999770253970721,NA,NA,6,NA,NA,"S",NA
137,"P1368276",1,"A",3,1,192,NA,12,93006,"20210223",22.8031055794552,22.1554682563562,0.647637323099065,0.107939553849844,0.270813504394278,1,1,0.546240276577355,47.2614295994243,0.122662972420598,36.0707769711327,10.3341144159479,7.57975533701127,13.8762293115855,0.162701401966939,0.147137831787656,NA,0.987570621468927,0.312335216572505,0.17728813559322,NA,0.987570621468927,12.6250959333246,20.7963540417366,2.39865675221876,0.257327712264293,54,6,6,3.16148814183846,1.2647750553046,1.88414516654555,452.481110578076,NA,49.0623253214086,NA,0.999000062496094,NA,NA,6.4,NA,NA,"S",NA
82,"PI363591",2,"B",1,3,409,"India",12,172506,"20210309",129.351650329534,23.0571273819692,106.294522947565,NA,0.563816983123668,NA,11,1.02694224026573,190.689256101833,0.128714229184929,61.3672306036224,11.9142782741618,64.988905757328,NA,NA,0.223119629070882,NA,0.988935721812434,0.400583610278025,0.214172813487882,0.488935721812434,0.988935721812434,155.243093249722,21.7447156370431,12.7291836973023,1.4979890410864,64,22,24,19.5939735071692,10.0897417358608,NA,2631.94412005138,0.00964931199017499,103.63433175528,42,0.999838200089077,NA,NA,5.9,NA,NA,"S",NA
366,"PI426139",5,"A",4,3,1818,"India",12,145505,"20210330",192.649273597486,40.6831277641523,151.966145833333,3.37702546296296,1.10610964478625,1,12,3.70459659273546,309.41609375,0.240834914277681,216.292755830464,29.2100834682078,150.065104166667,40.5078125,0.228983346401709,0.195702609938501,0.369065980245267,NA,0.424245253657018,0.212965955613014,0.471216072635951,NA,379.545084635417,36.7057291666667,19.296875,2.48141818576389,114,65,59,26.2613720364041,20.1129489474826,5.85751003689236,4029.2529296875,0.00653787464576834,152.954905711943,61.6,0.999883806405333,NA,NA,6.4,NA,NA,"S",NA
207,"PI377281",4,"B",1,8,1220,"India",12,114710,"20210323",113.952584587381,36.0762405013591,77.8763440860215,2.59587813620072,0.831572236549144,1,8,3.56715606307776,164.864650537634,0.281220977029278,235.867468297033,30.9337361962472,88.1720430107527,24.7177419354839,0.193601703434489,0.186415576322353,0.372862023302138,0.9910641754671,0.30002707825616,0.220723416990893,0.381600324939074,0.9910641754671,157.585143513701,32.6881720430108,9.20698924731183,1.51733581916985,90,63,50,19.8169360258411,15.4802939646202,4.15799514394728,2162.42943548387,0.00962867301661545,103.856471008453,67.14,0.999533008869415,NA,NA,7,NA,NA,"M",NA
79,"PI363565",5,"A",1,4,1550,"India",12,114724,"20210330",121.890561106004,35.0285819393372,86.8619791666667,3.47447916666667,0.713702885355029,1,8,4.0534435261708,198.0348046875,0.152501499400241,61.0814638137315,15.6018629301203,95.7942708333333,23.6328125,0.175450015061188,0.127994563911307,0.340594695642014,0.99211356466877,0.316955835962145,0.209920009013069,0.399290220820189,0.99211356466877,282.943471272786,32.5390625,16.2109375,1.55504014756944,80,32,33,15.1001400417752,12.3106214735243,2.59229871961806,2644.853515625,0.00549593931457152,181.952518534671,60.75,0.999830207609786,NA,NA,5.2,NA,NA,"S",NA
364,"PI426118",7,"A",3,6,2507,"India",12,133633,"20210413",117.742304753289,33.4630832173377,84.2792215359515,1.95998189618492,1.28499814917596,1,8,2.32109788359788,268.5303228062,0.161049261622277,97.0999786716439,16.5741610424097,81.7969933574175,35.2406479431302,0.202362560796005,0.162277946711529,0.388815215163108,0.992652461425423,0.32579498658647,0.169748550902114,0.415044085231447,0.992652461425423,247.921732319859,31.2434448199511,13.2968185526162,1.36391610885151,122,56,47,11.7586157485987,7.85511378432451,3.75114277034626,2580.85887425708,0.00550139794558968,181.771980483919,57,0.999815240094054,NA,NA,6.4,NA,NA,"S",NA
274,"PI425481",1,"A",2,1,96,"Philippines",12,84319,"20210223",27.9234459826936,24.1575548817102,3.76589110098345,0.470736387622931,0.331159342871113,1,1,0.777864380358535,58.2421443991365,0.141258578719574,51.2204965207597,13.0503836780173,11.9692971935716,15.3873830654833,0.093320568429005,0.0904564965993062,NA,0.989775051124744,0.220922801635992,NA,NA,0.989775051124744,23.517652853668,23.0870712401055,1.91892540177501,0.328096429108359,42,8,8,4.27061157577135,1.86932976444201,2.38599893294584,550.668625569681,NA,71.6790881192459,NA,0.999423543816982,NA,NA,8.6,NA,NA,"M",NA
212,"PI377288",8,"B",2,3,2762,"India",12,85933,"20210420",54.901156474011,26.2902456352703,28.6109108387407,0.75291870628265,1.4454030033489,1,3,1.4751257685858,120.385171833694,0.188428900335102,115.974112160997,16.4814610570996,31.7111271329007,21.4972362412882,0.228658974897425,0.189744178303334,0.38353111814346,0.990865384615385,0.324911437246964,0.218337912087912,0.423167067307692,0.990865384615385,57.7471735027554,24.5133381398702,4.51814467676039,0.639369903559107,86,38,39,6.98944436098559,3.94913434108888,2.99657714737176,1129.13812785388,0.0110718822199774,90.3188798554652,29.79,0.999690216254869,NA,NA,7.2,NA,NA,"S",NA
362,"PI426098",6,"B",4,2,2186,"India",12,140155,"20210406",155.346079891214,38.9090966789869,116.436983212228,4.6574793284891,0.642523269205102,1,10,3.57560073937153,207.439889751942,0.265765829099909,274.079414521037,32.2485962272263,121.172638436482,33.8887496867953,0.189941799905217,0.0804486937060116,0.377995121593307,0.993233618233618,0.301239316239316,0.193091168091168,0.404597974042418,0.993233618233618,352.624792026108,34.6654973690804,19.6316712603358,1.94263828768827,98,47,37,27.7905613676877,21.5973914246167,5.96525093010263,3000.48390127788,0.00550908027914395,181.518502060273,31.2,0.999853178785182,NA,NA,6.5,NA,NA,"S",NA
347,"PI425840",8,"B",1,8,2718,"Pakistan",12,82634,"20210420",26.8058871666982,25.4119914685488,1.39389569814948,0.154877299794387,0.354163506277691,1,1,0.586840091813313,55.5574020668109,0.126169076328394,40.5711896730267,11.3691371060493,9.21653448690219,15.7053592886325,0.131534899049469,0.120111016979067,NA,0.990442655935614,0.256203890006707,NA,NA,0.990442655935614,26.8660258990439,23.4559000240327,2.42730112953617,0.299470004512554,54,9,9,3.58903754383539,1.60116821602686,1.96893586380578,535.200372506609,0.0111467920725563,89.7119093539055,NA,0.998914927285058,NA,NA,6.8,NA,NA,"S",NA
327,"PI425599",1,"A",2,8,184,"Thailand",12,92720,"20210223",24.131656829822,19.2983634741012,4.8332933557208,0.690470479388685,0.362725057458584,1,2,0.943548387096774,52.3590069561046,0.125226831829277,46.9930172304639,10.5501145336105,11.2257136003838,11.897337491005,0.0767105732042618,0.0744449688317307,NA,0.987483530961792,0.241012610577828,NA,NA,0.987483530961792,26.4559210718227,17.9299592228352,2.99832094027345,0.277321313161296,32,9,7,3.49222760991432,1.67888711992668,1.79554043163509,491.127968337731,0.0104823911595602,95.3980809128631,NA,0.998308996242785,NA,NA,10,NA,NA,"L",NA
58,"PI363374",4,"B",3,2,1332,"India",12,125936,"20210323",110.754914727011,33.604377092602,77.1505376344086,1.83691756272401,1.24983718294383,1,8,2.92504835589942,214.705430107527,0.270428750435394,247.636323559024,27.1430708495794,81.3037634408602,27.7956989247312,0.204468708293399,0.185255978826146,0.39991347010098,0.991002570694087,0.333180315828131,0.207512139388746,0.432240788346187,0.991002570694087,122.091246097815,30.8064516129032,7.37903225806452,1.46639062319343,86,56,53,16.4806805700081,12.0297505491964,4.30215920915713,2203.82728494624,0.012010612308917,83.2597018602932,53.67,0.999660301892995,NA,NA,5.9,NA,NA,"S",NA
91,"PI363615",7,"A",2,4,2391,"India",12,122348,"20210413",117.317284405726,34.4015403199555,82.9157440857709,1.97418438299454,1.22087556572683,1,8,3.2895652173913,227.344144039156,0.205436414494066,158.59390481121,20.6909288725684,88.1715417783475,26.8034028667987,0.231776496400716,0.21725727881399,0.42649982730399,0.992641648270787,0.32912856091664,0.220765881775816,0.443080985153443,0.992641648270787,268.670355356031,31.2201375131104,15.7440857708892,1.33987815691815,108,56,50,14.8825648945594,11.2422920847194,3.48686110671736,2515.07691411257,0.00498707107132305,200.518497871478,31,0.999834631570544,NA,NA,7.7,NA,NA,"M",NA
